text,label
you are a bitch!!!!,1
baby monkey in the snow im crying &#128557;&#128018;&#10052;,0
Being a nigger isn't a color it's a state of mind,1
I'm redneck crazy,0
Only the family in my eyes n bitch they rite heree,1
"&#8220;: In the fashion world ""urban"" means ""stolen from black people"" its ghetto on us, and urban on them haha &#128588;",0
's pussy.,1
If they trash in yr 3 or 4 he'll waive it lol,0
where's ours at nigguh !,1
bro that hoe live,1
"Dreigdwergen, haatsmurfen en de Roze Khmer: hoe Twitter een slagveld werd via",0
&#128514;&#128514; maaaaannnn i hope so! did we get rid of John Legend looking Charlie Batch?,0
I gotta bottle of liq at the crib when I get off I'm hitting dat bitch bare&#128553;... the liq dat is!!!,1
So apparently me & Eric fucced & I be just fuccing every nigga &#128514;&#128557; GREAT but y'all bitches NOT whoppin & talkin behind BLOCCED twitters,1
bitch you ain't getting none tho &#128514; &#8220;: I like big butts so I can grab them&#8221;,1
*Atlanta Houston has so many trash drivers,0
"Good! She's a ghetto thug! &#8220;: ""So FPD just arrested for being in the street. #Ferguson&#8221;",0
"I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny.",1
its the start of another yellow jacket season tonight!!! How about a RT for ALL the Jacket Fans!!! #GTVT1 ...,0
Yo bag Gucci but you still ugly hoe shut up,1
'Dying laughing': Russian wrestlers mock 'girly man' Obama's workout video,0
I have yet to master the art of eating a powdered donut without looking like I just left Charlie Sheen's house.,0
I don't talk to niccas I talk to god we can relate,1
"My entire school: ""You don't talk much."" Me: ""Beause you're all cunts.""",1
"#IndigenousPeoplesDay .........right. Because these #redskins had a lot of #queens, right? nomg. #sofunny",0
Gettin bitches was never hard I just settled down cause that start got corny an my girl thurl &#128175;,1
I do not fuck with that bitch she cannot keep her legs closed,1
I'm on that straight Cali kush bitch don't kill my vibe,1
I love how sweet girls have sweet pussies,1
the minute those red n yellow for rent signs go up the reg. ppl start selling n move,0
Cigarette break nd wtf are Mt eyes glowing like Charlie Murphy in the madd real world lol,1
You fuck a girl longer then 30 min & you still aint bust...she gotta busted loose ass pussy...,1
"At work but wish I was floating in my 15 ft., on sale at Walmart, redneck pool that my husband probably hasn't cleaned since last weekend.",0
"it all depends on the female dawg, usually that's how it is with these hoes but the genuine women fuck w&#8230;",1
Went to both lunches because of your bitch ass &#128530;,1
lmao girlllaaaa I don't like em chunky anymore.&#128514;&#128514;&#128514;&#128514;&#128567;,0
I have all these EXTRA ASS unnecessary clothes & cay wanna act like a lit hoe.,1
Except I used to be super tan and now I'm yellow/pale lol...,0
"high flyers, crr, militia, boner squad, ball sack, weiner FC, anal brownies",1
thugga let ur bitch suck'em up in rentals!!!,1
I love my sperm cells too much to waste it on a bitch with no hair,1
brendon urie must make other boys feel like trash,0
A bird that courts females by building a beautiful nest with bright objects: &#8230; #wildlife,0
"You're tweeting at the cringiest people in Darth here. And Dana is our bitch lmao, she follows our r&#8230;",1
basically we ain't got room for basic bitches.,1
Photo: Ima boss ass bitch. &#128128;&#128128;&#128128; #turntup #webad #wepretty #gayvegas #rupaulsdragrace #barb #minaj...,1
What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized & cursed brethren and say:,0
RT Niggaz buying p***y....Niggaz buying p***y. + Don't start this hoe shit...,1
"I broke baby outta his thug stage n turned him into a pussy &#128514; , it was hard but I did it &#128129;&#128537; now he show more feelings than a lit bit",1
"When the day goes bad just tell yourself ""were the pussy at!"" &#128514;",1
I was sleep hoe where you at,1
Apartheid. &#8220;: pedestrian check = show me your freedom papers you darkies.&#8221;,1
idk ? I went to to the school like a week ago and the bitch gave me a paper and shit telling me my classes paid for and,1
"As long as its not one of those ""special brownies"" right?",0
"Go fight against the IDF if you progressive trash hate them so much, you don't have the guts to do it. #IStandWithIsr&#8230;",0
"As Chanice say that, I realize the coons move from drinking Moet to Belaire. All yuh feel all yuh so fancy with all yuh $30 champagne eh",0
low key miss you bitches&#128517;,1
"Evan Williams wit me, we find a bitch; have a minaj",1
Flashin money but ya bitch nails not done..,1
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24,0
All of my money neat all of my bitches freaky everybody kno it IT AINT A SECRET,1
The Republican Lt Governor of Missouri says he's sorry he called LAW Anglo-American Law. Racist Pig That he is...,0
I realized Tacal is a bitch,1
Im a twat,0
"If Ashton is trash then what does that make me! Come on guys someone like Ashton can't be trash, he makes too many people smile!!",0
Why is such a bitch? I mean who gets mild salsa? His father should be ashamed...,1
"Who is da ""we"" whitey?",1
Meet me and my bitches @ #MansionElan,1
These celebrity niggas be passing these Kardashian hoes around monthly,1
Slack jawed yokel husband,0
&#8220;: Brah Wiz cheated &#128514;&#128557; she had hair like a dyke..... Uh.. Duh?,0
"You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight",0
EJ wanna be Michael Sam bitch so bad.,1
Review: The Yanks are Coming! A Military History of the United States in World War I via,0
This time a night dark skin niggas really turn into lightskin niggas I swear I seen a darkie try buying Starbucks 3mins ago but they closed,1
"Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. #Emm&#8230;",0
Friendly advice to western reporters in Kobane: don't advertise your location. Jihadis are tracking u & consider u a high-prize target #ISIS,0
no it's yellow fin. It's in edgewater,0
5am: Whizzing crackers! My cats got into the & are now playing 'hockey' with them. Lol. #crazycats,0
"alright i'll meet you there &#128076; and im not a fag , in fact Brian don't give her shit",1
I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk,1
Keep it G I never fucked a squirter bitch &#128514;,1
"Tommy Voeckler keeps the yellow, Andy Schleck does the break of the tour, and Contador is broken. Incredible day for #tdf",0
I thought that bitch was trynna line me&#128553;,1
Lots of bankrolls &#128184; & hoes &#128131;.,1
"""Guy tells me he doesn't eat pussy, and all of the sudden I don't suck dick anymore"" - Centeral Washington University",1
30 mins for n to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip,0
Waka bitch bad fr,1
Sometimes u gotta knock a nicca out tho #IJS #FreeCB,1
"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi""",1
"All I see over Instagram ""Alice Texas hoes"". That's so low... Even for Alice.",1
&#8220;: Rand Paul mocks Clinton with #HillarysLosers pics with failed candidates,0
"cleaned all the bird nests out of the downspouts and ready for more rain, the baby birds are out now. respect the birds.....and bees (:",0
N dat bitch sound like a man if dats ya grandma fucc yu too,1
*squak squak squak squak* Me: bird shut up!!! *squak* Alex: that was an act of defiance,0
I hate that faggot he so corny,1
Endless but they really trash so none Men: how many positive(s) and possibles do y'all have on fri thru sun night?,0
"must not realize how much #WVU games mean to all of us ""hillbillies"". The play 162 games a year. Sh&#8230;",0
all us beaners were pissed like robert when the jew ref stopped it,1
Udonis talking some big trash to Lance. LeBron holds him back.,0
chik fil a. hipotle is trash and taco bell will give you the runs,0
""": Meanwhile in Texas: 19-year-old man facing 5 years to life in prison for $25 worth of pot brownies",0
Dis bitch blowin me man fuck u,1
yellow,0
Now I seperate from niggas I don't trust niggas that ain't starve wit me and all the bitches I didn't fuc !,1
lol bitches aint shit...,1
I can trap anywhere I wanna just because I ain't a bitch n in rarely solo.,1
Yo pussy overrated,1
"Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil",1
birds of a feather. You stand with PETA. I stand with sanity.,0
"Criticize Amanda for saying the n word, sure, but don't make jokes about her sexual assault, don't be trash.",0
Oh yeah. And the annoying damn duck calls?? They outta be banned. Duck horns??,0
you've been talking trash since we were 3 and 5.,0
haha yeah it's just gonna be a bitch going btw there and Illinois on leave mannn. I'm stoked they are tho,1
the same hoes is still at it,1
Really? This is what's concerning him right now? MT : Looking forwd to speaking with John Kerry tomorrow AM abo&#8230;,0
"Kim Kardashian had a baby...in more important news, I took out the trash last night.",0
already know juss ordered some of this for the weekend for tha white hoes,1
"Bad bitch, chest out......no wonder why Miss Righteous keeps on getting left out",1
"Oops, I just had a Freudian slit.",0
"These bitches wanna fuck me, cuz dat molly got dem high&#128517;&#128138;",1
Asha my bitch doe &#128553;&#128076;,1
The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,1
This girl is the nastiest skank bitch I've ever met. DO NOT TRUST HER. She is a fugly slut,1
Follow spree cunts. Just retweet this #followmeBeau,1
I got the deals for the low. I know you hoes lonely so fuck with these cuffing season specials. &#128184;&#128175;,1
Tonight. My sole purpose is to be thoroughly intoxicated. Night off and no class In the AM. Maybe I deserve it,0
I&#8217;ll gladly be a victim Then im a felon A bitch over 200lbs riding ur face is attempted murder &#128555;&#128555;,1
im going to murder that fucking cunt,1
My nicca swear he can see me in madden lol,0
Damn those shiner rock those bud light platinum and that ciroc,0
"A light, tender yellow butter cake with a classic boiled icing, traditionally made from burnt sugar",0
Omer Asik so trash on the offensive side of the floor dude real life murky doo doo water,0
"no, i do not wish to spend $40+ to go to a filthy theatre and watch a fuzzy screen with bad sound. #ANNABELLE",0
"McCann, although not having the greatest of seasons, would be a step up from Russel Martin. McCann or Carlos Ruiz #MLB #Yankees",0
according to this data you a bitch ass nigga,1
Can this bitch already update &#128530;,1
Jackie weird .. like bitch hang with ppl ya age&#128514;,1
"a girl tweeted ""you might be ghetto if u bring food from outside into the movies"" no u might be stupid if u pay 4.99 for a b&#8230;",0
Frankie is a twat. #BB16,1
THIS JUST IN: Yankees P Michael Pineda is ejected from game after substance found on his neck,0
She fuck with me cause I ain't no bitch .,1
Apparently I got chunky for my bday. Worse bday present ever. Lol. #diettime,0
"All my life i been this cold, all my nights been With hoes.",1
Baby girl your pussy looking so vacant....,1
He's like 30 something year old talking back to my mom & taking my uncles truck without permission like bitch you need to fucken relax !,1
Y'all hoes believe anything though,1
"Iv decided to grow my hair, i aint braiding it tho.......straight curls out dis bitch !",1
We're laying rock around our lake. You're welcome to join a redneck workout. #muscles &#128170;&#128513;,0
Life ain't shit but bitches & money,1
You bitches are crazy,1
o yea!!! liking the yellow:),0
Ugh I'm such a little bitch &#128514;,1
i wouldnt for michaelangelo YAAAAAAASSS!!! These hoes out of control,1
"I convinced hitler was a faggit, no bitches, no kids, all those leather uniforms, wanted to be alone with his closest men lock&#8230;",1
Lmao &#9995; Excuse me bitch?I am not Soundcloud,1
Pity parties are trash & I don't throw them .,0
&#8220;: If you can't get pussy without lying to a girl you wack&#8221; don't hate. appreciate.,1
&#8220;: Females that know they are hoes really the coolest chicks....all sex asides&#8221;lmao,1
before I went off to college I wanted to get a ukulele but quickly realised I'd be a bigger fag than the guitar kid in the quad.,1
alright then we'll in calling you a pussy also,1
&#128557; &#8220;Yass bitch Yass &#128128;&#128128; : Too soon? &#128514;&#8221;,1
&#8220;: Kit Kat brownies. making.,0
You're not right for this job. What why? Well your r&#233;sum&#233; is just 'don't be a bitch dude' written on a napkin Don't b&#8230;,1
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Hardcore british queer anal pounding",1
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/,0
Don't no nigga want no broke ass bitch &#8252;&#65039; but it's crazy how a bitch will do all she can to better a broke ass nigga &#128056;&#9749;&#65039;,1
is so excited about his red velvet brownie.,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #XXX | homemade pussy eating &#8211;",1
""": Ashley Young has tried to deny that bird s*** landed in his mouth ---> hahaha",0
That bitch is dirty,1
"I have better things to do, like drive my yellow fucking Lamborghini",1
Welcome to Dallas Nawfside Texas don't come with no hoe shit nigga this Texas you will get MURDERED,1
get the loredo steak. Out dat bitch if u ballin,1
I been getting money I ain't worried bout a hoe &#128175;&#128584;&#9996;&#65039;&#128526;&#128081;&#128076;&#128591;&#128129;,1
i'd never send my kids to private school because then they would never experience ghetto public school fights,0
So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;,0
Charlie Sheen engaged to porn star Mens #Health Tips Sex Toy The Adult Toys #KISS&#8230;,0
Shut the fuck up you fucking cunt!,1
bitch FOH,1
"why wld u wanna be a faggot, dude? That's faggot like",1
I know cunt nugget &#128514;&#128514;,1
"#AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never, ever getting ANY Valentin&#8230;",0
Gasoline - daddy Yankee &#128175;&#128076;,0
Hunter Hurt Helmsley Cut the imaginary height shit. Most of the women tweeting about it sleep alone every nig&#8230;,0
"I mean...If you blow a foul there, it has to be a yellow in that situation no?",0
Coach K says players won't need motivation to get back on track following Paul George's injury; rather they'll play to ho&#8230;,0
Ask your bitch about me she turns into dori. &#128032;,1
I drove my daughter's guinea pig to the vet's this morning. I'm quite handy with my new Callaway golf clubs. #sickipedia,0
Diplomatic trolling: Russian embassy mocks NATO's satellite pictures,0
&#8220;: Nah we still up. All the flat booty bitches asleep yet or Nah?&#8221; Nope we outchea,1
"&#8220;: &#8220;: bitches be like, messy bun. &#128072;&#128072;&#128072;&#128553;&#128514;&#128514;&#128553;&#128079;&#128557;",1
I think I did my job here! Toodles to you bitches &#9996;&#65039;,1
Don't be mad cause yo bitch Choosin,1
Dat bitch gotta lay on her back to pee,1
Huge Yankee fan....enjoy,0
"If she thick and you get her pregnant, she gonna become fat, and you gonna be the nigga with the big bitch",1
"Now Call Down Your Dark and Your Cold and Be Damned, Charlie Brown",0
or one of them bitches just be talking shit but not bout shit,1
""": This bitch wanna be Roger from American Dad so bad",1
bitch u bs how fck yah &#9996;&#65039;&#128553;&#128514;&#128514;&#128080;&#128079;&#128526;&#128129;,1
Legion of jig &#128557;&#128557;&#128557;,0
I ain't fenna be locked up 23 hours a day beating my dick for a guilty MF who out here fucking free world pussy.,1
"Im allowed to trip on my bitch , she cant trip on me tho",1
"I'm a vet Ryan. TK rocks! You're just a useless geek. Oh, and you have a face like a bitch.",1
"What I really want is some brownies from H&R, iced latte, my boy, and a blanket w/ movies. That sounds prettttttty amazi&#8230;",0
"Okay, so maybe not every in #LosAngeles is evil. But I would 80% of the people I've encountered have been trash, another 10% barely human.",0
"Yeah right, yeah right, this guys a faggot.",1
I have 0 hoes,1
"This bitches need to get it right , your so wid it",1
Oh I would've stood up!!! Fall back hoe,1
Happy Birthday pussy. Have a good one,1
condom were invent for that sole purpose,0
Fuck tranny porn. Hermaphrodite porn is where it's at.,1
Goodbye x Young Dolph featuring Trinidad James & Shy Glizzy,0
Lmaoooooooo! RT D'Angelo prolly nice as shit at Madden now. Lmao. Fat bitch.,1
Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him. He's in the past,0
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24,0
I'd have to go off on a bitch,1
You see these two pussies Jason capuano nd Jason cousins taking Chit on the gram but ain't about that&#8230;,1
just wait....karma is a #bitch,1
WashPost Describes Charlie Crist's Bizarre Obsession With Fan Between Legs To Stop Sweat When Asked/Answering Questions! DoG,0
"You can only say the word negro if it's attached to the word league. Then we're totally cool, guys.",0
"Horse racing, bitch.",1
Y am I not surprised UGLY MIKE BOOGIE has to buy pussy??!!!!,1
It's my main bitches 21st ayyyeeee happy birthday babbbyyy!!,1
Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn & Charlie Daniels at the same time? #morningjoe,0
bitch i ainn hiden i go str8 to class my teacher lame af,1
&#128525;&#128525;&#128525; &#8220;: i guess ill just trash this drawing because of roster changes...&#128532;,0
"&#8220;: If pussy is just pussy to you, you a nasty ass nigga.. Hope you get aids &#128553;&#8221; bit harsh. Rethink that statement",1
That has redneck written all over it lol. Drunks can use gravity to get down &#128563;,1
Don't follow the astros they said. They're trash they said. Well now look at them #astros,0
apparently I'm pathetic trash alright (-:,0
"Jets, Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?",0
I'd kill to meet Charlie Sheen.,0
basic trash,0
""": I told Mariam to but cigarettes for her birthday"" You also called me trash rn",0
"night time falls. im ""corie latin"" now. a man of intrigue. i place a bird feather into my glass of scotch and i never do posts ab&#8230;",0
taking out the trash at night,0
playoffs bitch,1
Start punching hoes in they esophagus and shit.,1
Karma is a bitch just make sure that bitch is beautiful.,1
bitch what?,1
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1
It was all yellow.,0
"""Never go full retard""",0
Y'all hoes need to get out more. There so much more to life than being a fuckin hater. Go get yours.,1
""": ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo",0
got to the club early just to get in free and wait for hoes to show up,1
With a pussy mullet,1
Boy went trick or treating at Charlie Sheen's. Dada not jealous cause all Charlie gave out was really good candy and by cand&#8230;,0
&#8220;: knee ass&#8221;crow ass,1
"&#8220;: Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&#8221;",1
you were the one that jumped in this conversation you smelly ass bitch... just fuck off and thats it..,1
Alot of good girls made a twitter & became a hoe for the attention they don't receive from their fathers.,1
she let me play with her pussy then she lick it off my fingers.,1
My best friend loves Justin beiber what a fag &#128557;&#128514;&#128557;,1
Adam West? LMAO this is trash b,0
The best way to make a hillbilly do something is to tell him he can't do it.,0
"Aint #WCW jus ""bitches i wan fck"" day?",1
"And on the 7th day God said ""these hoes are for everybody""",1
Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB,0
Rows for the hoes Curls for the girls Planks for the skanks Deep cuts for the sluts Quads for the broads No pecs No sex,1
uhh messi trash . and im flattered but what was the games scorre,0
Ugly ass hoe wanna be me so bad bitch gone on &#9996;&#65039;,1
The solution is simple : buy a bitch,1
&#8220;: don't get me started on you potato head lookin ass bitch&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,1
sal tryin 2 pull a K. Ferderline..lazy ass son of a bitch,1
Finna fly me a Thot out here! Get back on My make bitches Fly like Peter Pan shit.,1
Yeah hoe.,1
Muslim Jihadi? Keep Calm and.... #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA,0
Bought that bitch mozzarella sticks. Bitches love mozzarella sticks,1
"Get some H&#228;agen-Dazs ice cream bars, a whole lot, make sure chocolate, gotta have chocolate, man. Some popcorn, red popcorn, graham crackers",0
I feel like I should be sad and all that pussy shit but I am just so pissed right now idk what I'm feeling.,1
"i bet you are, faggot.",1
"don't mention a bitch from your past to me. first of all, i don't give a fuck. second of all, i don't care. and third, i &#8230;",1
niggas living like hoes dats why dey dying bout nothing,1
This Jimmy Fallon Prank of getting NY Yankees fans to boo Robinson Cano is amazing. via,0
"When the Yanks and Sox get together, things usually go smoothly ->",0
the slopes aren't for us bro Hahaha,0
fuc her and her pussy nasty &#128534;&#128534;&#128534;,1
"Speaking of '09, that years pussy was phenomenal.",1
These bitches don't love nobody & the ho's is for everybody!,1
"&#8220;: I got the giggles because I'm a fag, I ain't gon' lie lol &#128514;&#128514;&#8221;",1
"My mom is so clueless to what's going on with me lol she like ""you can't trust negros witcha money"" lmfao whaaaat?",1
"I hate seeing people bitch about their lives. I haven't even tried the Taco Bell breakfast, man, you don't have it this har&#8230;",1
The birds outside my bedroom window have way too much to talk about for first thing in the morning! Mrrrrrrr....,0
i hate when netflix stop & asks if im still watchin like yes u think i got up & started doin somethin with my life bitch &#8230;,1
Shy Glizzy Decent Af,0
Aren't these little border jumpers supposed to be in school,0
"Libs trash Saira Blair, an 18-year-old Republican who won a seat in the West Virginia legislature",0
"2-2! Adam Henrique cleans up the trash in front of the net, tying the game for the #NJDevils with 11:06 left in regulation! &#8230;",0
"That's why I'm partially glad that I have to say ""Hi ho, Kermit the Frog here"" to slip into my Kermit voice well.",0
&#8220;: LMFAOOOOOOOOOO LMAOOO You a faggot if you ever wore a tall tee & took your pant&#8230;,1
When Stoni isn't doing his faggot gook speak he's actually funny,1
"I found the ""boom, boom, boom, waaaaay ho"" girl. How the fuck does someone sing for 5 years and not progress at all?",1
man some of these bitches are in denial about it. &#128514;&#128514;&#128514;,1
nah this bitch dykey,1
"Chris stop your angry bird spitting n Dana go hail ur racial tendicies, u didn't infor, carter rt n u never talk abt him",0
This nigga showed me that sad ass dog my girl pit would look at that hoe and say nigga gone,1
I won't say how many bitches I fucked but i might say how many 100s I touched &#128178;&#128178;&#128178;,1
These hoes always gone Thot around to who ever give them attention at the time,1
I wish I never met that bitch bro on god,1
Listen to Charlie Daniels speak the truth & then enlist in the U.S. FREEDOM ARMY at,0
Did you all hear this #bundy redneck? Someone should show him how niggas play.,1
"""Yaoooooooo : Mawnin yardies! &#128154;&#128155;&#128536;""",0
Social networks will ruin a bitches game.,1
These hoes lying and olivia will get to the bottom of it. #ScandaI,1
We over here struggling with college and work and ice jj fish making money for being trash lol. What has this world come to.,0
not as bad as a former PsyQo nigger THAT LIKES ANIME,1
Friends a Proud Hindu n ShivSainik brother shri Ramesh Jadhav was murdered by Jihadis plz help trend #RameshJadhav,0
"Just wait. The day i get off probation. You know this bitch is gonna be on the moon, and im not gonna come back to Earth for a while.",1
Ha. He ain't welcome in Washington State or Nashville. Serpas is straight trash.,0
"""You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle"" - Charlie",0
To help eliminate faking injury & diving - post game video review of dives & give divers yellow cards after game. #Wor&#8230;,0
Your iPad raised your kid to be a giant pussy. Good job.,1
"A person needs just three things to be truly happy in the world: someone to love, something to do, and something to ho&#8230;",0
"Just don't be offended! It's a word, you're just a bitch who's looking for something to bitch about.",1
Aint no pussy better then perk pussy,1
Love is a bird of flames. Thank you for that song,0
A shockingly true tale from the Oreo that almost got devoured.,0
"a music suggestion is ""lil spook""",0
birds of a feather flock together y'all &#128037;&#128035;,0
I like bad bitches cause they like bad bitches too,1
This bitch is earning 6 figures for shaking ass? I'm so done &#128553;,1
&#128530; nicca fucc yu,1
"Confused. Are lefties using the #Bridgeghazi hashtag to mock the bridge situation as frivolous, or seriously equating the t&#8230;",0
When did Miley turn ghetto?,0
escort missions in games are universally trash,0
"If you ain't sucking dick, why you sitting there with puckered lips? That's collagen, muhfuckin bitch",1
Poll: Florida Governor Rick Scott is leading Charlie Crist by five points.,0
THE WASP OF ANGRY LEGEND. BEAT IT INTO A SQUISHY PULP!!!,0
See you fags in 8 hours,1
"My mother be on some trash man &#128514; I ask her EVERYDAY, you need/ want some money? She say ""Naw I'm good!"" But come payday&#8230;",0
I donated both of my (very expensive) prom dresses to teens who couldn't afford to buy one. Don't be a selfish bitch.,1
"right , Come then what ? Wait another 9 months ? Naaaawwwww &#9995; I could be pimpin these hoes lol",1
""": I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",1
"""Let me put my kids up in ya mouth bitch. I'ma turn this shit into a foster home.""",1
"Always wanted to fuck that bitch, thank you god I fucked that bitch",1
Destroying a team that talked trash before the game >> &#128076;,1
&#8220;: aw OMG this show made me cry &#128557;&#128557;&#128557;&#128557; I'm such a pussy man&#8221;you really are,1
fuck bitches get money,1
Monkey see monkey doo,0
"Yanks have a cocktail called an ""Irish car bomb"", but if you stuck two flakes in an ice cream cone and called it a 9/11 &#8230;",0
Sydney on this hoe asking dumb ass questions,1
&#8220;: lmao & Aero sound young af talking bout hoes n weed n shit&#8221; brah you gotta listen to this shit,1
Nigga hungry then a bitch too,1
Lmaoo I should've seen that coming fat bitches need love to Craig,1
Makeup be saving alot of these bitches from being single,1
"4370 sunnyslope dr, memphis tenn 38141...come over and get fucked in the ass you lil skinny bitch, i love read skinny &#8230;",1
When you see bae retweet or mention some hoe,1
I got 99 problems but a bitch ain't one.. That goes for you bitch niggas too! #RNS,1
I'm jus a trill nicca mane,0
Hulkamania is running wild on that pussy,1
OK I'm watching mook vs lux....neither of them was good... But mook won 3-0 ..this wasn't CLOSE to me vs hitm&#8230;,0
Just learned that there was a 1932 Japanese political plot to assassinate Charlie Chaplin. #PleaseOptionThisTweetNow #Back ...,0
Someone tell this bitch to stfu,1
hey Hun!,0
Like I can't have niggas thinkin ho-tep talk time is apart of my party sets.,1
getting every dolla out this bitch,1
&#8220;: we don't love these hoes &#128076;,1
Calm down you little Asian lol just go flip a bitch!,1
This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag,1
"Im sorry, I use to be on that shit, but im not worried about the next bitch #unbothered #threatenwho",1
pussy so good got me running through the hood,1
"Your A Good Gravedigger, Charlie Brown #SpookyBroadway",0
That boy has always been a pussy never been a threat!,1
haha because I'm too cool for them hoes lmao jk I got reported supposedly that I was a fake account &#128554;,1
Making brownies,0
&#8220;: Uncle Charlie just got thru lip singing?!&#8221;haha,0
Unlike some of yall boring ass bitches lol,1
you're not safe pussy boy looooool,1
Spics are half breed trash. No filthy native should be allowed to speak to any European.,1
"Allergies have my eyes all red and chink eyed, I look like I'm stoned",1
not only that.. after he pushed him he stepped back lolol. That was some pussy shit,1
These bitches really love soda out here,1
"""&#128514;&#128514;&#128514;: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; He a bitch you should do it""",1
New show:Thursdays with Jinxy broadcast from the moon it's made of chunky blue cheese you know,0
I should get a job at the USPS customer service number since the only requirement is being a total cunt.,1
you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra & bball shorts wearing dyke,1
I be waking up on some new shit like fuck that bitch shit,1
I'm so excited to hang out with my bitches,1
Cowboys trash again.The NFL is bike to normal,0
""": You a woulda coulda shoulda ass hoe &#128563;&#128586;""",1
""": On mammas ig aint ready for ma #wcw's .. I got sum bad bitches up ma sleeve boi lol"" Magician ass nigga lmao",1
Lmaoo bruh make a song called uber and the hook can be that uber make that pussy wet,1
"When you has a frownie, eats a brownie",0
I was at my bf grandma house today goin through old albums and his grandpa had naked pics of his side hos from the 50's &#128514;&#128553;,1
Kirk Hinrich going fucking dumb out that bitch,1
Just saw a crow gallop across the road. #mmkay #wut &#128514;,0
Hidey hidey hoe,1
Team john in this bitch &#128588;&#128588;,1
Can I bring another bitch or nah,1
How many #Yankees players have 3K hits? You have to put #DerekJeter in the conversation for Best Yankee Ever. His numbers demand it.,0
so many groupie hoes in the condo its a group home -,1
#Royals Milwaukee let Yost go.Now they wished they hadn't cause they suck.How about now.He's the guy win or lose. Yankees fire Girardi &#128073;Yost,0
"Bye, Bye Charlie Strong.",0
thank god FOB didnt come back doing some shitty arena tour. #iwaited5yearsforfobandiallgotwasthisshittyarena SYKEEEE,1
all that trash talk and we win championships!!! You're boring me dude #NationalChamps,0
"Can't tell me shit, cuz ion care bitch.",1
"Hello American people, my name is Eric Cantor and I am a lying piece of bird poo",0
She wanna talk shit.. but then have a friendship .. fuck you bitch and I hope u offended,1
Cause I'm a trophy hunting little bitch,1
And I don't have any confidence NONWHATSOEVER in you Barack! You're the sole reason why this country is in thi&#8230;,0
"don't follow me and unfollow me, you are retarded",1
The guinea fowls are not what they seem.,0
today i start breaking in a new pair of docs have mercy on my soles,0
this bitch think he care about her talents,1
"I lost it. ""you think you're too good for me? you paper bitch!"" and I fell on the bed and I fell off the bed and I slept on the floor.",1
shut up pussy,1
Random thought - If a bird crossing the path of a FG try were impacted by ball causing it to deflect off course. Re-kick or miss?,0
Boy these downlow niccas should be ashamed,1
I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl,0
"I agree 100%. No naturalized citizenship, no anchor baby amnesty. All go to parents country of origin.",0
Bout tht time where the hoes are gettin dicked down,1
*claims hoes don't exist* *uses hoe in her name*,1
Egypt? R the muzzie Bros still running things? .: Only a tad better. Certainly no respectors of Dem though,0
Bitch I'm not about to eat ya pussy all day long.. I got a life.,1
